gradual,تدریجی
Ailments ,بیماری ها
Alterations ,تغییرات
Analyzed,تجزیه تحلیل شده
Causative ,مسبب
Defects,معایب
Discovery,کشف
Distinct,متمایز
Drastic,شدید
Embedded,جاسازی شده
Ethnicities,قومیتها
Evolutionary,تکاملی
Experiments,تجربیات
facial,"ظاهری، مربوط به چهره "
Fascinating ,جذاب
And so forth ,و غیره
Framework,چهار چوب
Homeostasis,توازن
Insights,دیدگاه‌ها
Issues,موضوع ها
Mutation,جهش
Opportunity,فرصت موقعیت
Osteoporosis ,
Pinpointed ,با دقت اشاره شده
Processes ,"پروسه ها ،مراحل  "
Reproductive,تولید مثلی
Significant,"مهم ، برجسته "
Sterility,عقیم بودن
Traits,ویژگی ها
Turtle ,لاکپشت
Underlie,مبنای چیزی بودن
Unique,منحصر به فرد
Aberrant,"انحرافی، اشتباه "
Absence ,غیبت
Adjust,سازگار شدن، تنظیم کردن
Already,تاکنون، قبلا
Alternative,جایگزین
Circumstances,موقعیت ها
Conditioned ,شرطی شده
Conduct ,هدایت کردن، انجام دادن تحقیق
enable,قادر ساختن
Anticipating ,انتظار کشیدن
Associate with,در ارتباط بودن با
Audible ,قابل شنیدن
Behavior,رفتار
Behavioral,رفتاری
mice,موش
modify,اصلاح کردن
neurodegenerative,مخرب سیستم عصبی
neurological,عصب شناسی
Enzyme,آنزیم
examined,آزمایش شده
Flexibility,انعطاف پذیری
Fragile ,شکننده
freeze,یخ زدن، ترسیدن
individuals ,افراد
Issues,موضوع
Maintaining,حفظ کردن، ٍثبات
Slightly,به کمی
Procedure,روش
Regulate,تنظیم کردن
Route ,مسیر
Schizophrenic ,جنون (بیماری روانی)
significance,قابل توجه
investigate,بررسی کردن
syndrome,سندروم (علائم)
Synthesis,ساختن
Advocate,طرفدار (اسم) طرفداری کردن (فعل)
Amphetamines,آمفیتامین ها
Benefits,مزایا؛ فوائد
Combination,ترکیب
Community ,جامعه
Concerns,نگرانی ها
Conservatives,محافظه کاران
Decades,دهه ها
Detrimental ,زیان اور
Overweight ,زیان آور
Outweigh ,سنگین تر بودن
Placebos,دارو نما
Possibility,‏ امکان پذیری
Prescribed,تجویز شده
Pressure ,فشار
Recommend,پیشتهاد کردن
satisfied,راضی
slimmer,لاغرتر
Diabetes ,دیابت
Increasingly,به طور افزایشی
Ineffective,غیر موثر
Involve,"شامل بودن، شامل شدن "
Irritability,تحریک پذیری
lifetime,طول زندگی
long- term,طولانی مدت
medication,دارو، دارودرمانی
Merely ,فقط
Obesity,چاقی
 Suffered from ,مبتلا  بودن، رنج کشیدن از
Temporary,موقتی
Tension,تشویش
Therapies,درمان ها
Treatment,درمان
Understandable,قابل فهم
victims,قربانی ها
to date,تاکنون
adulthood,بزرگسالی
aggression,خشونت
behavioral,رفتاری
broader concept,وسیع تر
characterized,مشخص شدن
cold- hearted,بی رحم
Committed ,‏انجام دادن
Correspond ,هماهنگ بودن
Deficits ,کمبود ها
Depending on,وابسته بودن به
Diagnosed,تشخیص داده شده
Disorders ,اختلالات
Distress ,تشویش
Empathizing,همدردی کردن
Empathy,درک و همدردی
Underpin,پایه و مبنای چیزی بودن
Engage ,درگیر بودن/ شدن
hot- headed,بی پروا
impulsivity,تحریک پذیری آنی
instability,بی ثباتی
offending,مجرمانه، توهین آمیز
Perceive ,درک کردن
Persistent ,"مقاومت، پایداری"
Profound,عمیق،  اساسی
Psychopathic,وابسته به بیماری روانی
Psychopathy ,اختلال روانی
Range,محدوده
reactive,واکنش دهنده
remorse,پشیمانی
response,پاسخ
structural,ساختاری
treatment,درمان
violent,وحشی، خشن
accommodations ,محل سکونت، اماکن، سازگاری
Accompanies ,همرااهی می کند
Alarm ,هشدار
Annoying ,آزاردهنده
Arbitrary ,اختیاری، قراردادی
Benefit ,فایده داشتن (فعل) سود (اسم)
infections,عفونت ها
just as,درست همانطور
effective ,موثر
medicine,دارو
Merely ,فقط
punishment,تنبیه
Clinical ,بالینی
Designed ,طراحی شده
Discomfort ,ناراحتی، مشکلات
Evolution ,توسعه و تکامل
In turn ,به نوبه خود، به ترتیب
Inexpensive ,ارزان
Reproduce ,تولیدمثل
Sophisticated ,پیچیده
Destruction,تخریب
Subtle ,ظریف
Suffering ,رنج کشیدن
Weapons ,سلاح
Alarming,هشداردهنده
Arising,نشات گرفته- بوجود آمده
Beyond ,فراتر- فرای
Challenges,چالش ها
Chronic,مزمن
Comfort,راحتی
Concern ,ربط داشتن- نگران بودن (فعل)
Diabetes,دیابت
Disappear,ناپدید شد
Due to‏,بواسطه. به دلیل
Sexually,جنسی
thecnological,فناوری
Environments,محیط های زیست
Epidemiological,مربوط به علم همه گیرشناسی
Infectious ,‏عفونی-مسری
manifesting ,"‏بروزدادن، تظاهریافتن"
Obesity ,چاقی
Obesogenic ,‏چاق کننده
Pandemics ,همه گیری جهانی
Populations ,جوامع
Threat ,تهدید کردن(فعل)  تهدید (اسم)
Transmitted ,انتقال یافته
additional,اضافی
argument,بحث و جدل
athletic,ورزشکار
insurance,بیمه
interaction,تعامل
nutrition,تغذیه
Beyond,فراتر- فرای
Cardiovascular ,قلبی عروقی
Causation ,ایجاد- علت
coach,مربی
Contribute to ,نقش داشتن در
determines,تعیین می کند
Diagnostics,علایم با تکنیک های تشخیصی
Disorders,اختلالات
elite,برجسته، بالاتر
Environmental,محیطی
Ethically,به لحاظ اخلاقی
Evidence,مدرک
Genetic,ژنتیک
Genome,ژنوم
Identification,شناسایی
Infectious,عفونی
performance,عملکرد
policiets,سیاست ها
Predict ,پیش بینی کردن
Psychiatric ,روانی
Refuse,نیذیرفتن
Regarding ,در رابطه با
Represent ,ارائه کردن نمایش دادن
Revolutionized,متحول شده
Significance,اهمیت
Strenuous ,شدید. مشتاق
Talent,استعداد
Traditional,سنتی
Undertaking,انجام دادن
Unfair,غیرمنصفانه
Variations,تنوع
inheritance,وراثتی
countinuing,مداوم
decades,دهه ها
decline,کاهش، زوال و تخریب
Effectiveness ,تاثیرگذاری
extinction,انقراض
focused,متمرکز شده
fruitless,بی ثمر
hunt is oin,جستجو ادامه دارد
illiteracy,بی سوادی
impedes,مانع میشود
Detailed ,با جزئیات
Educational ,آموزشی
Literacy,سواد
obtrusive,نامطلوب، دردسر
primer,ابتدایی
promptly,تحریک کردن، باعث شدن (فعل) ،فوری (صفت)
serious,جدی
socioeconomic,اجتماعی اقتصادی
lllustractions,تصاویر
tradition,سنت، رسم
impoverished ,ضعیف، فقیر
Increase ,افزایش یافتن
Intellectual ,ذهنی
traditional,سنتی
tragic,مصیبت بار
Versus ,در مقابل
Achievement ,دست آورد
affluent ,مرفه
Burden ,بار، مسئولیت
Chronic ,مزمن
Citizen ,شهروند
Conditions ,شرایط، بیماری ها
Consistently ,به طور مداوم
Disability ,محروم
Deprived ,ناتوانی
Disproportionate ,عدم تناسب، تفاوت
Ethnic ,نامتناسب
Racial ,نژادی
Relationships ,ارتباطات
Self-sufficiency,خودکفایی
Socioeconomic,اقتصادی اجتماعی
status,وضعیت
Household ,خانه دار
Implications ,عواقب، برداشت ها
Income ,درآمد
Index ,شاخص
Inquire ,تحقیق کردن
limitation ,محدودیت
minority,اقلیت
Morbidity ,بیماری ها
mortality,مرگ و میر
occupational,شغلی
poverty,فقر
productive,کارآمد و موثر
steady pattern ,پیوسته، مداوم
urgent,ضروری
variables,متغیرها
worsened,وخیم، بدتر شده
altogether,در مجموع
as long as,تا زمانی که
beach,ساحل
chamber,محفظه
chronic,مزمن
lying on,درازکشیدن روی
medication,دارو، دارودرمانی
precautions,اقدام های احتیاطی
procedure,روش
prolonged,طولانی
claustrophobia,ترس از فضای بسته
complexities,پیچیدگی ها
despite ,برخلاف
Effects,اثرات
intricacies,ظرافت ها
Issue,موضوع
Joints,مفاصل
psychological,وابسته به روانشناسی
sedate,بی حرکت و آرام کردن
serious,جدی
suppress,سرکوب کردن
temporary,موقتی
uncomfortable,ناراحت
undergo,دستخوش تغییری شدن، تحت فرایندی قرار گرفتن
Adderall,قرص آدرال
Breakthrough ,پیشرفت
Concentration ,تمرکز
Deficit ,نقص- کمبود
Details,جزییات
Disorder,اختلال
Enhancers ,بهبود دهنده ها
Improve,پیشرفت کردن
Suffering from,رنج کشیدن از
Intense,شدید
Overhear,به گوش رسیدن
Performance,عملکرد
Proven ,اثابت شده
Routinely ,به طور معمول
Stimulate,تحریک کردن
Talking about,صحبت کردن در مورد
Workforce,کارمند. نیروی کاری
Tremendous,عظیم
afraid,ترسیدن
attributed,نسبت داده شده
cash,پول نقد
chunk,مقادیر
conclusion,نتیجه
decline,کاهش، زوال و تخریب
fail to,نتوانستن
prize,جایزه
properly,صحیح
prospect,دورنما، آینده
researchers,محققین
potential ,ظزفیت- امکان (صفت)
potentially,بطور بالقوه
scan,جستجو
Financial ,مالی
Grain ,دانه
incentives ,انگیزه
Institute ,موسسه
Limits,محدوده، نهایت، آخرین حد
Lucrative ,سودمند
motivation,انگیزه
performance,عملکرد
performing,عمل کردن
postdoctoral,فوق دکترا
Somewhat ,تاحدی
Specific,ویژه
Succeed,موفق شدن
Suffer,رنج کشیدن
Task ,وظیفه
Unexpected,غیرقابل انتظار
Volunteers ,داوطلبان
Worry about,نگران بودن درمورد
Worse,بدتر
According to ,برطبق
Anesthesia ,‏بی هوشی
Article ,مقاله
Bones ,استخوانها
Cellular ,سلولی
Clinicians ,پزشکان بالینی
Colleagues ,همکاران
Confirm ,تایید کردن
connective ,پیوندی
Despite ,برخلاف
sociated with ,در ارتباط با
Basis ,اساس- پایه
Fractures ,شکاف ها، شکستگی ها
Hormones ,هورمون ها
Biologic,مربوط به زیست شناسی
Musculoskeletal,ماهیچه اسکلتی
Orthopedic,مربوط به استخوان
Osteoarthritis,التهاب مفاصل
Prevalent,رایج
Range,محدوده
Rehabilitation,بازتوانی
Response,پاسخ، پاسخ دادن
Sensation,احساس
Enable,قادر ساختن
Females,زنان
Solely,به تنهایی
Spinal ,نخاعی
Surgeon,جراح
Tandons,تاندون ها
Therapy,درمان
inherent,ارثی
injury,صدمه
joints,مفاصل
molecular ,مولکولی
Muscles ,ماهپچه
tissue,بافت
unaware,ناآگاه
Accelerate,سرعت بحشیدن
Average,میانگین
Bankruptcy ,ورشکستگی
Budgets,بودجه‌ها
Coverage,پوشش (شامل شدن)
Debt,قرض
Exceed ,برابر
Examine,ازمودن
Exceed ,"فراتررفتن،تجاوز کردن   "
Expenditure ,هزینه
Expenses,مخارج
Growth,رشد- تومور
Insurance ,بیمه
Obtaining,به دست آوردن
Burdens ,"فشار ها، مسئولیت ها"
Characteristics ,ویژگی های شخصيت
Components ,ترکیبات- اجزا
Costs ,هزینه‌ها
Possibility ,امکان
Premium ,‏حق بیمه. ورژن پولی
Resources ,منابع
Share ,سهم
Spending ,‏صرف کردن
Substantial ,قابل توجه، اساسی
Survey ,تحقیق
Trends ,روند ها
Out-Of-Pocket ,پوشش بیمه
Acupuncture,طب سوزنی
Additive ,افزودنی
antidepressant,ضد افسردگی ها
brenefical,سود مند
classify,طبقه بندی کردن
combination,ترکیب
conclude,نتیجه گیری
instance ,مثال، نمونه
Insufficient ,ناکافی
involving ,شامل بودن
Medication ,دارو، دارودرمانی
Organization ,سازمان
Proven ,اثبات شده
Psychotherapy ,روان درمانی
Consistent,دائمی
Depression ,افسردگی
Ease ,تسکین دادن
Effective ,موثر
Fluoxetine ,فلوکستین(داروی ضد ‏افسردگی)
Improvement ,پیشرفت
trial,آزمایش (اسم). آزمایش کردن(فمل)
Published ,منتشر (چاپ) شده
Pursue ,پیگیری کردن
Review,یادآوری کردن - دوره کردن
Severity,شدت
Significantly ,به طور قابل توجه
treatment,درمان
Autism,اوتیسم
Behavioral,رفتاری
Cerebral,مغزی
Clues,نشانه ها - سر نخ‌ها
Communication ,ارتباط کلامی
Delay,تاخیر
Detection,شناسایی
Diagnosed ,تشخیص داده شده
Exhibit,نمایش دادن
Focused On,متمرکز بر روی
Improving,پیشرفت
indicate,نشان دادن، اشاره داشتن
Institute ,موسسه
palsy,فلج
Postural,وضعیتی
Predictor,"نشانگر، نشانه "
Preterm ,نارس
Pull-To-Sit ,کشیدن و نشستن
Relation,رابطه
Reveal ,اشکار کردن
Screening ,بررسی
Sibling ,خواهر و برادر
Spectrum ,طیف
Typically ,معمولا
infant,نوزاد
absorbed,جذب شده
artery,شریان
attack,حمله
charity,خیریه
comment,اظهار کردن
conclusion,نتیجه
benefits ,مزایا
Bloodstream ,جریان خون
calcification ,سخت شدن
cardiovascular ,قلبی عروقی
Caution ,احتیاط
Double ,دو برابر
Elderly ,مسن- سالخورده
Indicate ,نشان دادن ، اشاره داشتن
Intake ,جذب شده
Middle-aged ,میانسال
Obesity ,چاقی
Overall ,درمجموع، روپوش
oint Out ,اشاره کردن
Post-  menopausal ,بعد از یائسگی
Confer ,مشورت کردن، اعطا کردن
Density ,تراکم
Deposits ,رسوبات
Diabetes ,دیابت
Dietary ,رژیمی
Reduction ,کاهش، تخفیف
Relationship ,ارتباط
Significant ,چشمگیر
Soar ,بالا رفتن، اوج گرفتن
Sources ,منابع
Supplements ,مکمل ها
Throughout ,سرتاسر
Vital ,حیاتی
Protective ,محافظت کننده
Achieve ,دست یافتن
Affecting ,تاثیر گذاشتن
Community ,جامعه
Confirmation ,تایید
Contribution ,نقش- مشارکت
coordinated,هماهنگ
Environment ,محیط
Failure ,شکست
Focus ,تمرکز کردن
Intellectual ,ذهنی
inter- professional,بین شغلی
joints,اتصال- مفصل
Knowledge ,دانش
Multi-Agency  ,چند عاملیتی- چند شرکتی
multi-Professional ,چند حرفه ای
Multi-Sectoral ,چند بخشی
Necessary ,لازم
Political ,سیاسی
Management ,مدیریت
managers,مدیران
Populations ,جوامع
rivarly,رقابتی
skills,مهارت ها
specialists,متخصصین
Superordinate ,والا- برتر
Leadership ,رهبری
Acceptable,قابل پذیرش
Advancing,درحال پیشرفت
Applications,کاربردها
Assistance,دستیاری- کمک
Audio,صوتی
Broadband,برد وسیع
Capabilities ,قابلیت ها
Carry Out,انجام دادن
Comparatively,به طور مقایسه ای
Describe,توصیف کردن
Electronically,الکترونیکی
Elsewhere ,در جای دیگر
Error,اشتباه
Exponential ,تصاعدی
Fortunately ,خوشبختانه
Instruments ,ابزارها
Manipulate,کنترل کردن
Needle ,سوزن
Procedures ,دستورالعمل ها- شیوه ها
Promising,نوید بخش
Reliability ,اعتبار و اعتماد
Remote,از راه دور
Requirements ,نیازمندی ها
Robotic,رباتیک
Satellite,ماهواره
Scalpel,چاقوی جراحی
Surgeons,جراحان
Telecommunication,ارتباط از راه دور
Tele-health,درمان ازراه دور
Transmission,انتقال (بیماری  یا اطلاعات)
Typically ,معمولا
interface,رابط
Mechanically,به طور مکانیکی
Artificial,مصنوعی
Composed of,متشکل از
consumer,مصرف کننده
cosmetic,آرایشی
take for granted,همیشگی و مطمئن فرض کردن
identifying,شناسایی کردن
inferior,بی کیفتی- رده پایین
ingredients,اجزا- مواد سازنده
dangerous,خطرناک
describing,توصیف کننده
Device ,وسیله
eliminate,حذف کردن
prominetly,به صورت برجسته
protection,محافظت کردن
quackery,شیادی
restriction,محدودیت
Label,برچسب
manufacturers ,تولیدکنندگان
mislead,گمراه کردن
misusing,استفاده اشتباه کردن
nevertheless ,با وجود این
possessing ,داشتن- مالک بودن
Prevent,پیشگیری کردن
Sardine,ماهی ساردین
synthetic,مصنوعی
tricked,فریب خورده
Truthful ,قابل اعتماد
Unknowingly ,سهوا
Vague,مبهم
violation,نقض قانون- تخطی
Barks,‏ پوست درختان
Berries ,دانه ها- خانواده توت
Centuries,قرنها
Development,توسعه و پیشرفت
Discipline ,رشته تحصیلی- اصول انضباطی
forage,تلاش برای یافتن غذا
Generation ,نسل
Possess ,دارا بودن، داشتن
Influenced,تحت تاثیر
matter,ماده، موضوع
muscle,ماهیچه اسکلتی
Pharmacology,دارو شناسی
Therapeutic,درمانی
Relaxant ,شل کننده. ارام بخش
Scientific,علمی
Soothing,تسکین دهنده
Sources,منابع
Spears,نیزه ها
Taken Place‏ ,رخ دادن
Harbour,پناه دادن
Hunting,شکار کردن
Toxic,سمی
Tribal,قبیله ای
Variety ,تنوع
Woodland,منطقه جنگلی
Abilities,توانایی ها
Absence ,عدم حضور
absent,غایب بودن
insofar as,تا جاییکه
membership,عضویت
Necessary ,لازم
Accomplishment,دستاورد
Adequate,کافی
Avoidable,قابل اجتناب
Burdens,مسئولیت ها
Circumstances,موقعیت ها- شرایط
Concerns,نگرانی ها
define,تعریف کردن
Demands ,تقاضاها- نیازها
Destroy,تخریب کردن
Dignity ,شان - منزلت
Disfigurement,معلولیت. ازشکل‌افتادن
Distribution,پخش کردن - توزیع
Employ,استخدام کردن
Ordinary,معمولی
Preservation,حفاظت
Reliable,قابل اعتماد
Relief,تسکین
Repugnant,تنفر انگیز
Resources,منابع
Restoration,بازیابی- بازگرداندن
Restore,احیا کردن
Scientific,علمی
Spared,در امان مانده- یدک
Treatment,درمان
Trivial ,جزئی
Combined,ترکیب شده
Comparison,مقایسه
Determining,تعیین کردن
Diagnosed,تشخیص داده شده
Detected,شناسایی شده
Including,شامل
Infrastructure ,زیرساخت
Invested ,سرمایه گذاری شده
middle- income,درآمد متوسط
Mortality,مرگ و میر
National,ملی
Patients,بیماران
Extended ,گسترش یافته
Healthcare,مراقبت بهداشتی
Emphasize,تاکید کردن
Expectancy,امید- انتظار
Conceal,پنهان کردن
Conduct,هدایت کردن- انجام دادن- تحقیق
Illustrate ,با مثال نشان دادن
Relatively,نسبتا
Rural ,روستایی
Suggest,پیشنهاد کردن
Transtformed,تغییر یافته- متحول شده
Urban,شهری
Variations ,تنوع ها
Wealth ,وفور- ثروت
Worldwide ,جهانی
Identical ,شبیه
absolutely ,کاملا- قطعا
associate With,در ارتباط بودن با
conditions,"شرایط، اختلالات "
conduct ,دادن- تحقیق
considering,در نظر گرفتن
detected,شناسایی شده
Determine,تعیین کردن
Diagnosed,تشخیص داده شده
Follow-Up,پیگیری
Indicates,اشاره می کند
Initial,اولیه
Obesity ,چاقی
Occurred,اتفاق افتاده
Prostate,پروستات
Reflect ,فکر کردن- منعکس کردن
Sensitivity,حساسیت
subpopulations,زیرگروه ها
Aggressive,تهاجمی
Alternative,جا یگزین
Biologically,از نظر زیست شناسی
Chemotherapy,شیمی درمانی
Compare,مقایسه کردن
Detoxification ,سم زدایی
Ingested ,هضم شده
Institute ,موسسه
intriguing,گول زننده
minimally,به طور حداقلی
nutrional,تغذیه ای
oncology,سرطان شناسی
outcome,نتیجه
pancreatic,مربوط به پانکراس
proteolytic,لیزکننده پروتئین
Effective,موثر
Enthusiasm ,اشتیاق
Enzyme ,آنزیم
Evidence,مدرک مستندات
Gonzalez Regimen,رژیم غذایی گانزالس
Sponsor,پشتیبان مالی- حامی
striking ,چشمگیر و برجسته
Superior,برتر و والا
supporters,حامیان
testimonial,شهادت- گواهی
treat,درمان کردن
trial,آزمایش
Regarding ,درنظر گرفتن
raw,خام
Bacitracin,باسیترسین (نوعی آنتی بیوتیک)
Beneficent, سودمند- خوب
Blood Stream,جریان خون
Chemical,شیمیایی
Cultures,فرهنگ ها
Discover ,کشف کردن
Experiment,آزمایش- تحقیق کردن
Fight,جنگیدن
Infected,عفونی شده
Lead to,منجر شدن به
Locally,موضعی
mases,توده ها
Painstaking,خسته کننده- کمرشکن
Poisonous ,سمی
scientific,علمی
Secrets,رازها
Supplied ,فراهم شده
surgeons,جراحان
Tissue,بافت
wound,زخم
Capacities,ظرفیتها
Concentrated ,متمرکز شده- تغلیظ شده
Distribution,پخش- توزیع
Exquisite ,جذاب- نفیس
Furthermore ,بعلاوه
Future,آینده
imagine,تصور کردن
Inadequate,ناکافی
influenza,انفولانزا
majority ,اکثریت
mount,مجهز شدن- صعود کردن
nations,ملت ها
epidemics,اپیدمی (پخش یک بیماری در یک کشور یا جامعه)
eventually,نهایتا
expect,انتظار داشتن
Pandemic,همه گیری جهانی
production,تولید
protection,محافظت
response,پاسخ، پاسخ دادن
strain,سویه- گونه
supplies,منابع
vast,گسترده
virtually,تقریبا- به طور شبه واقعی
wave,موج
activation ,فعال سازی
appropriate,مناسب
continuous ,مداوم
Elicit ,استخراج فیدبک
Especially ,به ویژه
Facilitation ,تسهیلات
Memories ,خاطره ها
Neural ,عصبی
Permanent ,دائمی
Pleasure,لذت
reappear,دوباره ظاهر شدن
result,نتیجه
Semi Permanent ,نیمه دائمی
Specific ,ویژه
Stimulation ,تحریک
Synapse ,انتهای رشته عصبی
Temporarily ,موقتا
Thought ,فکر
Transmit ,انتقال دادن
Affecting ,تحت تاثیر قرار دادن
Articles ,مقاله ها
Blockers ,بلاک کننده‌ها
Calculating ,‏محاسبه کردن
Conclusions ,نتیایج
Functioning ,عملکرد
Hypothetical ,فرضی
literature ,تحقیقات قبلی
Observation ,مشاهده
obviously,به روشنی
Variety ,تنوع
Confusion ,سردرگمی
consider,درنظر گرفتن
Currently ,اخیرا
Demanding ,سخت و دشوار
Effective ,موثر
Physician ,پزشک
Prescribing ,نسخه دادن
Pressure ,فشار
significant,چشمگیر
systematic,اصولی- طبق برنامه
approximately,حدودا
inquiry,تحقیق و بررسی شده
Architecture ,معماری
Barriers,موانع
Benefit,سود
Collaborate ,همکاری کردن
Complexity,پیچیدگی
Cure,درمان- درمان کردن
Cutting-edge ,پیشرفته ترین
Diagnostics,علائم یا تکنیک های تشخیصی
Disciplines,رشته تحصیلی- اصول انضباطی
Diverse,متنوع
Individuals ,افراد
Instead ,در عوض
Integrated ,یکپارچه
neurodegenerative,تحریب کننده سیستم عصبی
perspectives,دیدگاه ها
Philosophy,فلسفه
Stroke,سکته مغزی
Therapies,درمان ها
translation,ترجمه- تبدیل کردن
Unfortunately,متاسفانه
Virtually,تقریبا- به طور شبه واقعی
Underlying ,زمینه ای- زیرین
Airborne ,موجود در هوا
Alveoli ,حبابچه های ریه
Bloodstream ,جریان خون
Cardiovascular ,قلبی عروقی
Coarse ,درشت- خشن
Micrometer ,میکرومتر (یک میلیونیوم متر)
particles,ذرات
penetrate,نفوذ کردن
proportion,نسبت
Compared To,در مقایسه با
Comprise,شامل بودن
Contact,تماس
Kidneys,کلیه ها
Lung ,ریه
Reasons ,دلایل
Tissue,بافت
ultrafine,فوق العاده ریز
underground,زیرزمین
accidental,تصادفی
availability,در دسترس بودن
remote,دور
smallpox,ابله
cease,متوقف کردن
characteristics,ویژگی ها
easier,آسان تر
eradication,حذف کردن
Global,جهانی
Humanity,بشریت
inoculate ,مایع کوبی
Potential,بالقوه
Proposal ,طرح پیشنهادی
Release,آزاد  کردن- ریلکس کردن
Specific,ویژه
Staff ,کارمند
stockes,ذخایر
surviving,زنده ماندن
traditionally,به طور سنتی
transmitting,انتقال یافتن
Mortality ,مرگ و میر
Unique ,منحصر به فرد
Variolation ,آبله کوبی
Warfare ,جنگی
As long as,تا زمانی که
Chronically,به طور مزمن
Circuit,مدار
Construction,ساخت
Costs,هزینه ها
Dealing with ,از عهده برآمدن
Demonstration,تظاهرات- بروز
development,پیشرفت
micriwave,امواج ریز
momentum,موفقیت
mouring,سوگواری کردن
operation,عمل
prohibitively,بطور بازدارنده و منفی
Requirements ,نیازمند بودن
seeking,جستجو کردن
Duration ,طول- مدت- زمان
Education ,آموزش
Examination ,‏آزمایش و بررسی
Guidance ,راهنمایی
Institute ,موسسه
Interviews ,مصاحبه‌ها
Majority ,اکثریت
Sessions ,جلسات
Specialty ,تخصص
standardize,استاندارد سازی
substance,ماده- اساس
predefined,از قبل تعیین شده
tele- psychiarty,روان درمانی از راه دور
television,تلویزیون
transmit,انتقال دادن
Advantage,مزیت
Amazing,تعجب انگیز
Amount,مقدار
Attitudes,نگرش ها - رویکرد ها
Beliefs ,باور ها
Decisions,تصمیمات
details,جزییات
Dishonest ,غیر قابل اعتماد
Explain,توضیح دادن
Fraudulent ,متقلب
Healthcare,مراقبت بهداشتی
ilInesses,بیماری ها
Improve,پیشرفت کردن
Influencing ,تاثیرگذار
Medical,پزشکی
Scientific,علمی
Specific,ویژه
Validity,اعتبار و اعتماد
Worldwide,جهانی
Remedies,درمان ها
Barring ,محروم کردن
Chief ,رئیس
Coverage,پوشش
Database,پایگاهای اطلاعاتی
Determining,تعیین کردن
Exacerbate ,بدتر کردن
Multiple,متعدد
Oversea,خارجی
Particularly,به ویژه
Perrmanency,ماندگاری باقی‌ماندن
Positive,مثبت
Predisposition ,استعداد به بیماری
Executive,اجرائی
Experts,متخصصین
Insurance,بیمه
Issues,موضوعات
Massively,به طور گسترده
Moreover ,بعلاوه
Pre-existing,از قبیل موجود
Regarding,با توجه به
Reject,رد کردن
Terminal,نهایی- لاعلاج
unauthorized,نامعتبر
adapt,سازگار شدن
appropriate,مناسب
interplay,تعامل داشتن
nonflowing,راکد
capacity ,ظرفیت
circulation ,گردش- جریان
circumference ,دور- محیط - اطراف
coagulate ,لخته شدن
constrict ,منقبض یا تنگ کردن
deceleration ,کاهش دادن سرعت
dilate ,منبسط شدن
Furthermore ,بعلاوه
Handling ,تنظیم و مدیریت کردن
Hemorrhage ,خونریزی
Obstruction ,مانع
Peripheral ,محیطی- پیرامونی
Polluted ,الوده
pumping,پمپاژ کردن
Replenish ,ذخیره سازی مجدد
Resistance ,مقاومت
Stagnant ,منقطع
Throughout ,سرتاسر
Vascular ,عروقی
Vessels ,رگ ها
Advocate ,طرفداری کردن
Agents ,عوامل- نماینده ها
Anecdotal ,روایت شده
Carbonate ,کربنات
Colorless ,بی رنگ
Compounds ,ترکیبات
Exposure ,مواجهه- در معرض بودن
Extensive ,وسیع
injury,صدمه
insoluble,غیرقابل حل
investigators,محققان
irrigation,آبیاری- با آب زیاد شستن
Concentration ,تمرکز- غلظت
Continued ,مداوم
Copious ,زیاد- فراوان
Corrosive ,خورنده
Determined ,تعیین شده- مصمم
Detoxify ,سم زدایی
Liquefactive ,له کننده
Necrosis ,آسیب بافتی
Penetrability ,نفوذپذیری
Promoting ,‏پیشرفت کننده
therapies,درمان ها
tissue,بافت
butyrate,بوتیرات
causing,باعث شدن
gut,روده
healthy,سالم
Compared with,در مقأیسه با
Diet ,رژِیم غذایی
Fuel ,سوخت
Glucose,گلوکز
potentially,به طور بالقه
Ferment ,تخمیر کردن
Producing,تولید کردن
Self-destruct,خود تخریبی
Attached ,متصل شده
blankets,پتوها
Complications,عوارض
Constant,استوار - ثابت
Cooling-therapy ,درمان با سرد کردن
Crashes ,تصادفات
Disappointing,ناامید کننده
Heartbeat,ضربان قلب
Hypothermic,کاهش دمای بدن
immediately ,فوری
Trauma ,آسیب
Infusion,تزریق قطره ای
Injury,صدمه
Irregular,نامنظم
Metabolism,سوخت و ساز
Require,نیاز داشتن
Researchers,محققان
Severe,شدید
Suffer,رنج کشیدن
Temperature,درجه حرارت
Threatening,تهدید کننده
Treatments,درمان ها
Accumulation,تجمع
Aging ,پیر شدن
Approximately,تقریبا
Cellular ,سلولی
Deterioration,بدتر شدن- وخامت
Differentiation,تمایز
Modifications ,تغییر- اصلاح
muddle,دچار ابهام کردن
Nucleic,هسته ای
Physiological,وابسته به فیزولوژی
Programmed ,برنامه ریزی شده
proposed,پیشنهاد شده
Radical,رادیکال- تندرو
Unrepaired,تعمیر نشده
adopted,پذیرفته شده- اقتباس شده
Apply,به کار بردن -درخواست دادن
Apply,استعمال کردن پماد
colleagues ,همکاران
Release ,ریلکس کردن عضلات
Gastrointestinal ,معدی- روده ای
Growth,تومور
identified,مشخص شده
immune ,ایمن
Infused,تزریق شده
Institute ,موسسه
Malignant,بدخیم
Manipulate ,کنترل کردن
Melting Away,اب شدن- از بین رفتن
Mutation ,جهش
Range ,طیف- گستره
Release ,رها کردن- منتشر کردن
Replicate,تکثیر یافتن
Sequence,تعیین توالی
Make strides ,گام های بلند برداشتن
